id,label,gender,profession,ideology_binary,ideology_multiclass,tweet
15782,@user126,male,journalist,left,left,Me he quedado a gustísimo escribiendo esto. Basta ya de ese Estado y esa gente que te dice que asumas las consecuencias de tus actos cuando lo único que quiere es venganza y ejercer poder aprovechándose de la debilidad de los demás.
15939,@user221,female,journalist,left,moderate_left,"Y mientras tenemos al consejero de Sanidad de Madrid insistiendo en que ellos quieren cerrar por barrios. Como decía Soraya, no va a haber paracetamol en el mundo."
3792,@user435,female,politician,right,moderate_right,Esta fue una de las condiciones que pusimos desde @user para apoyar la última prórroga del estado de alarma: un mes más sin intereses en la moratoria en el pago de impuestos para autónomos y pymes. Será un alivio para millones de familias. Política útil👇
13843,@user195,male,politician,left,moderate_left,"La innovación y la tecnología serán las herramientas que permitan a los aeropuertos y al transporte aéreo afrontar la mejora de la capacidad y de la calidad del servicio prestado a los pasajeros, la calidad del servicio es prioridad para @user . #ComisiónMitma #Congreso"
34630,@user314,male,politician,right,moderate_right,"el Gobierno ha rectificado hacia posiciones más razonables, q no las óptimas, tras haber creado un pequeño caos que, no vamos a negarlo, todavía no está aclarado del todo y q seguramente solo se va a subsanar gracias al trabajo de las CC.AA. con las empresas de su territorio."
16222,@user3,male,politician,left,left,Piden !19 años de cácel para los directivos del PNV que cobraban comisiones a cambio de adjudicaciones. Oasis...
48449,@user120,male,politician,left,left,Es un escándalo que en Ecuador se prohiba a @user y a @user concurrir a elecciones y q en Bolivia se pretenda lo mismo con @user @user y @user. Exigimos que estos atropellos a la legalidad y la democracia cesen ya ¡Que se sepa y se denuncie!
48993,@user413,female,journalist,left,left,@user Toda cooperación es siempre bonita y agradecida en un mundo tan competitivo como el del periodismo. Gracias a vosotros por estar ahí :)
26330,@user263,female,politician,right,moderate_right,Hoy he preguntado a Castells sobre la inspección de los planes de contingencia en las Universidades. La pandemia ha sacado a relucir la falta de evaluación de la calidad a la que se somete la docencia online.Dejen de precarizar la enseñanza digital.
22915,@user27,female,politician,left,moderate_left,Inmigración e igualdad dos realidades que trabajan juntas para prosperar con el objetivo de consolidar una sociedad más justa.
1759,@user124,female,politician,right,right,"Hoy el periodista de la Cadena Ser obligaba al portavoz del grupo parlamentario en Ceuta, @user a eliminar de su respuesta lo que a él no le parecía correcto. . Y a esto lo llaman imparcialidad. . Eso si, él empieza su entrevista llamándonos ultraderecha."
1641,@user175,female,politician,left,moderate_left,"#Castelló está de luto por el fallecimiento de su hijo adoptivo: el Padre Ricardo. Dedicó toda su vida a cuidar de los más necesitados, a los que nunca les faltó un plato de sopa caliente y una palabra de esperanza. Siempre en nuestro corazón!@user"
25841,@user175,female,politician,left,moderate_left,"Soy consciente que estamos cansados, que tenemos ganas de que esto pase, que queremos volver a nuestra vida, lo soy. Pero tenemos que hacer un último esfuerzo para que nadie se quede atrás. #COVID19 lo paramos juntos y desde la humildad te pido que me ayudes. Per #Castello"
34050,@user188,male,politician,left,moderate_left,En las dictaduras lo que no está prohibido es obligatorio. En las democracias sin embargo se debe aspirar a la máxima libertad con el único límite de los derechos de los demás. Yo valoro mucho el respeto pero no puede ser que todo lo que nos ofenda deba ser prohibido o censurado.
14152,@user180,male,journalist,right,moderate_right,Creo que nadie me negará que seré yo quien me lleve el premio del #SantanderFootballQuiz. Soy todo sabiduría ¿Quieres ganar hasta 5.123€? Pues descárgate ya la app que a las 21:45€ empieza el concurso del @user ➡
43058,@user158,male,politician,right,right,"Hoy quiero rendir homenaje a mi abuelo y a mis tíos , vilmente asesinados , tal día como hoy , en el año 1.936 y a los otros 196 oficiales masacrados con ellos en Cartagena abordo de los buques Río Sil y España 3. #MemoriaHistorica Foto de los asesinos 👇🏻👇🏻, [POLITICAL_PARTY] de carnet"
5342,@user162,female,journalist,left,left,El supremo confirma lo que era evidente declarando nula la venta de las viviendas públicas a los fondos buitres. No sólo hacen de las instituciones su cortijo sino que intentan jugar y mercantilizar con un derecho fundamental como el derecho a la vivienda.
10051,@user258,male,politician,left,moderate_left,"Reconozco que ser diputado nacional, y con ello tener foco para defender propuestas y reflexiones, es un honor que no se debe desaprovechar. Y esto se debe hacer en el marco ideológico del partido al que se representa, pero con un toque de personalidad evitando el efecto clon."
17989,@user128,female,politician,left,moderate_left,"Cada municipio encierra pequeños tesoros de la cadena de valor que merecen todo el apoyo. Hoy he podido conocer uno de ellos en @user. 👉🏻La #empresa Verduras Curro🥬, que distribuye su producción a todo el país y que cuenta con 80 trabajadores, en su mayoría, mujeres."
4008,@user277,male,politician,left,left,"1️⃣ La declaración implica que Europa legitime las aspiraciones de Erdogan respecto a la limpieza étnica que está llevando a cabo.Dicho en plata:la UE no solo está ofreciendo fondos para políticas que no garantizan el respeto de los derechos humanos, sino que financia la guerra."
3477,@user380,female,politician,left,left,"@user @user @user @user @user @user Como dice @user, los plenos deben estar abiertos a la ciudadanía, los Ayuntamientos tienen que ser las casas del pueblo, y siempre trabajaremos para que las instituciones públicas sean de tod@s y para tod@s"
5084,@user117,male,politician,left,moderate_left,".@user ""Una vez que construyamos este proyecto con la sociedad civil, yo hablaré con el resto de fuerzas políticas para decirles que no hay ninguna razón para que el Gobierno progresista no se ponga en marcha. . España no tiene tiempo que perder."". #ConstruirGobierno"
23065,@user422,female,politician,left,left,Julio Anguita ha sido una gran influencia para mí y por eso siempre estará vivo para mi. Porque su pensamiento está más vivo que nunca
4729,@user440,female,politician,left,moderate_left,"Y… ¿qué hay de los murcian@s de 60-65 años que no tiene aún la segunda dosis (vacunados con AstraZeneca)? . Conforme aumenta la población vacunada y se relajan medidas son, claramente, el grupo de mayor riesgo. Urge adelantarles la 2a dosis y completar pauta #RegiónDeMurcia"
28391,@user464,male,journalist,right,right,"La literatura, por subjetiva que sea, es un objeto en sí misma que no necesita lectores. Éstos son sus ocasionales inquilinos. El escritor, al escribir, no debe pensar en ellos. Quienes lo hacen, que son muchos (casi todos), no son escritores de verdad, sino amanuenses a sueldo."
32838,@user3,male,politician,left,left,"@user Si es tan fácil para los millonarios repercutir todos los impuestos por qué se oponen con uñas y dientes a que se les pongan? Si los impuestos son tan negativos para la economía, por qué los países con mayor presión fiscal son los más desarrollados?"
32727,@user434,female,politician,right,moderate_right,"El #14F los catalanes tenemos la oportunidad de recuperar la prosperidad económica, la libertad, la seguridad, el empleo y el orgullo que antes se respiraba de pertenecer a una tierra emprendedora que fue motor económico de España."
8232,@user264,female,politician,right,moderate_right,Condenado a 2 años de cárcel por pertenencia a ETA. Condiciones durísimas para hacer política en Sortu. . Con un ojo abierto mientras dormía por la presencia policial. Parlamentario Vasco por EHBildu. Esta es la historia del País Vasco en las aulas.
32364,@user226,female,politician,right,moderate_right,@user El [POLITICAL_PARTY] está empeñado en igualar a todos en su peor versión. ➡️Lo ha hecho con los alumnos en educación . ➡️Lo pretende con las CCAA en materia fiscal. Esta carrera de penalizar a los q van bien y salvar a los q lo hacen mal es lo contrario de lo q debería propiciar un gobierno.
28989,@user424,female,politician,left,left,Una denuncia sobre hechos violentos que calla la prensa y una reflexión sobre la responsabilidad
10011,@user191,male,politician,right,moderate_right,Asistiendo a la primera sesión del Curso de Orientación Familiar impartida por María José Olesti y organizado por IDEFACR en el Colegio Nuestra Señora de la Merced de Miguelturra. Hoy hemos hablado de la transmisión de valores a los adolescentes en la vida del hogar. #Idefa. #IFFD
25483,@user336,male,politician,right,moderate_right,"🤮@user no sólo ha hecho el ridículo con sus declaraciones sobre la tasa de letalidad del #Covid19,también ha demostrado que es mentiroso y mala persona. 👉🏻Le recuerdo que las 3 CCAA con + tasa de letalidad son C.-La Mancha, Extremadura y Aragón, todas ellas del [POLITICAL_PARTY]..."
29589,@user68,male,politician,right,right,"Cierto @user . Y cuando les facilitamos una nueva copia, nos archivaron la causa por supuesta imposibilidad de localizar a los responsables. . Pese a que la amenaza inicial te la “dejó” alguien dentro de un plató de televisión"
39847,@user276,male,journalist,left,moderate_left,Primero una eternidad para ponerse de acuerdo y después otra para ejecutarlo. ¿ Será que en el fondo no les interesa?
46406,@user439,female,politician,left,left,"De un lado, @user contándonos que está contra el racismo y la xenofobia. Del otro, llamando “luz para las naciones” y “Estado moderno” a un Estado etnicista que da derechos de ciudadanía en función de la sangre. Ni una hora hay entre los dos tweets. Vergüenza #gaza"
48998,@user460,female,politician,left,left,"Apostar por la industria debe ser algo incuestionable. Igual que no se conseguirá forjar una estabilidad productiva real sin unos salarios dignos, fuertes y estables. ¡Toda mi solidaridad con la plantilla de Pilkington! ¡Vuestra lucha es la nuestra!"
37993,@user77,male,politician,right,moderate_right,Parece q la gente se va dando cuenta de q con Sánchez e Iglesias vamos donde nos condujo ZP. @user es la única solución al desastre q tenemos. El [POLITICAL_PARTY] superaría en escaños al [POLITICAL_PARTY] si hoy se celebrasen elecciones generales @user @user
5116,@user23,female,politician,left,moderate_left,Ni en el @user ni en el gobierno @user hay la menor duda ni vacilación al respecto. No es un compromiso negociable. El respaldo a un estatuto básico es firme y sin fisuras. Lamento que hayáis podido interpretarlo asi. No ha habido la menor duda al respecto.
22694,@user66,female,politician,right,right,La Cataluña decente recuperará la seguridad frente a la mafia protectora de menas y okupas. La Cataluña decente recuperará la prosperidad frente a la mafia que la arruina. La Cataluña decente recuperará la unidad frente a la mafia que intenta enfrentarla. [#POLITICAL_PARTY]
37986,@user196,female,politician,left,moderate_left,"Por eso me gusta la política, porque de vez en cuando una buena idea prospera.!Por el incremento del 5% de los recursos disponibles en I+D!"
10555,@user316,male,politician,left,moderate_left,Mejora del barrio de las Casas Nuevas con el PLAN ESPECIAL DE APOYOS A DOMICILIOS DE LA DIPUTACIÓN PROVINCIAL 2018. A pleno rendimiento transformando un barrio. . ¡Seguimos mejorando! 👌✌️
39120,@user161,male,politician,right,moderate_right,"Otro servidor público que fallece por cuidar de los demás. Otro héroe a sumar a la larga lista de aquellos que están demostrando, en los momentos más oscuros, cuáles son los valores q acrisola nuestra sociedad. Mis condolencias a la familia, amigos y a todo el cuerpo de @user ."
1855,@user108,male,journalist,left,left,MUST. De cómo el Estado suple a la política. Ya en modo Sith. By @user: De cómo el Consejo General del Poder Jedi condujo la República Galáctica a la tiranía
22733,@user252,female,politician,right,moderate_right,"La lucha contra la violencia de género ha sido, es y será siempre una prioridad para el [POLITICAL_PARTY]. Ha sido el [POLITICAL_PARTY] el partido que logró el Pacto de Estado histórico contra la #ViolenciaDeGénero, contando con el apoyo de todas las fuerzas políticas, las CCAA y los ayuntamientos."
13322,@user398,female,journalist,right,moderate_right,Historia de España. Volumen 10. España en democracia. 1975-2011. Xosé M. Nuñez Seixas. Lina Gálvez Muñoz. Javier Muñoz Soro. Han elegido como foto de portada a Carme Chacón pasando revista a las tropas embarazada. El cambio de España en una imagen.
45004,@user383,female,politician,left,left,"@user @user @user @user Hago ese tweet como madre de dos estudiantes de 16 y 18 años. Aún no saben nada con claridad. Harán exámenes en algunas asignaturas, sin certeza sobre volver a las clases. Y cada Instituto (cada claustro) interpretando. De verdad que no es de recibo. 😔"
16127,@user272,male,journalist,right,right,"Sí, pero en Suiza el marisco no está tan fresco como el de aquí."
3312,@user25,male,politician,right,right,"Los @user están tontos ( no lo son, lo están). Mira que se disculpan por lo de IFEMA, y no han conseguido que el gobierno se disculpe por 25000 muertos oficiales y más de 35000 reales. Si llega a pasar al revés, la siniestra les estaría llamando asesinos. Y escupiendo COVID."
34128,@user271,male,politician,left,left,Pues si la reforma laboral del 2012 la firmo Rajoy con la CEOE sin aval de los sindicatos igual va siendo hora de derogarla en esta ocasión con mayoría parlamentaria y aval sindical. Y si a la CEOE le parece mal que se presente a las elecciones!
27150,@user335,female,politician,right,moderate_right,En #Torremolinos con @user y @user. El temporal ha afectado a las playas y la partida en los PGE para mantenimiento es ridícula. Puede ser la puntilla al #Turismo. Esperemos que el [POLITICAL_PARTY] lo solucione lo antes posible @user @user @user @user
35879,@user448,male,politician,right,right,"@user Pues vaya usted a Cuba y verá que este es el modelo. Mientras el pueblo malvive, las élites comunistas suben vídeos a instagram viajando en lujosos coches y alojándose en hoteles de lujo. El meme es no darse cuenta que el progresismo es una ideología que defiende este modelo"
15372,@user315,female,politician,left,moderate_left,"@user Yo sé que no quieres ni leerlo, pero es q somos lo peor! Somos capaces de ir haciendo bola d nieve con todo lo malo, lo incorporamos y sumamos + 1. Y así hasta no imagino dónde. No soltamos nada malo, y sumamos todo lo q viene malo. Cuanta tristeza de verdad"
310,@user319,male,politician,right,right,Copa de Navidad ofrecida por @user a las personas que trabajan en la institución. Foto con las señoras de la limpieza como les prometí. Suman más de 60 años de servicio en el congreso haciendo su trabajo. Heroínas anónimas de la #EspañaViva. Muchas gracias ¡Feliz Navidad!
17182,@user295,male,politician,left,moderate_left,"Sobre como mejorar la vida de la gente, sobre la vivienda, sobre la educación de nuestros hijos, los cuidados de nuestros mayores, sobre la sanidad, sobre el empleo en la era digital... Sobre todo eso la derecha sólo tiene el 155 en Cataluña, sin proyecto para el futuro de España"
37007,@user25,male,politician,right,right,"Ayer le enseñamos a la ministra como estaba España gracias a su política de “éxito”. España, en “rojo"" semáforo para el turismo, por incidencia y positividad de las PCR. Hoy le enseño como estamos en negro por la variante delta. Fracaso del Sanchocomunismo con la epidemia."
6634,@user19,female,politician,left,left,Es un honor para mi acompañar a @user en su camino a la Presidencia de la Comunidad de Madrid. Seguimos construyendo un proyecto para gobernar la region poniendo en el centro los derechos sociales de nuestro pueblo. Tenemos un año por delante!
37730,@user337,female,politician,left,left,"Decir ""menas"" le quita la brutalidad que supone decir que son niños solos a los que apalizan. . Y sí, esto ocurre porque en espacios de primetime hay quienes mienten, les acusan de todos los males y, sí, incitan al odio. . Odio hacia niños que están solos. . Y a eso le dan voz."
38978,@user34,female,politician,right,moderate_right,Compañeros unidos siempre!. Con personas como @user da gusto trabajar. Tus palabras hoy son más que nunca la de los 10!. Lo que pedimos es más que justo. Estoy muy orgullosa de todos y cada una de las personas que forman parte de [POLITICAL_PARTY].
49333,@user381,male,politician,left,left,"Sobre Ceuta deportación menores marroquíes, el Grupo Confederal ha expresado su voluntad política de hacer prevalecer el interés superior del menor ante cualquier otra lógica entre Estados. Por ello, hoy hemos registrado una solicitud en @user Pedimos👇Abro hilo🧶"
27842,@user39,female,politician,left,moderate_left,"Hoy la UE ha aprobado las directrices de negociación de la nueva relación con el Reino Unido, mandato amplio que puede conducir a una relación futura profunda y ambiciosa. 🇪🇺 está lista para comenzar a negociar . 🇪🇸 apoyo total al negociador comunitario @user . @user"
11712,@user349,male,politician,right,moderate_right,"Ahora España está a la cabeza de Europa en crecimiento, superávit externo y creación de empleo. Si hacemos las cosas bien será posible superar nuestras propias previsiones y lograr el gran objetivo de 20 millones de personas trabajando en 2020."
13507,@user122,male,journalist,right,right,Soñadores!! ¿Que tal va el Miércoles? Estamos hablando de anécdotas desastrosas en una primera cita. @user nos ha contado una buenísima 😂😂😂 Pero.... queremos escuchar la tuya!!! ¿Qué es lo más raro que te ha pasado al quedar con alguien por primera vez? 😂😂😂
47026,@user316,male,politician,left,moderate_left,"Empieza a dormirse el verano, aún así Cuadros sigue frondoso. Marco incomparable, bonito lugar de sensaciones. . #Cuadros #ParaisoInterior #SierraMagina"
35557,@user48,male,politician,left,left,"Juliana y Echenique aplaudiendo a Cospedal por denunciar ""la desinformación"" en 2018. . Se olvidan (?) que en aquella época el [POLITICAL_PARTY] había lanzado una campaña contra ""la desinformación rusa"" que alentaba El País. Lo de haciendo RT Echenique es grave: Podemos era víctima de la campaña"
45228,@user289,male,politician,left,moderate_left,"Tremendas imágenes que nos llegan de Estados Unidos. La primera potencia del mundo es un gigante con pies de barro, consecuencia de un loco peligroso aupado al poder por un conglomerado de intereses económicos, radicales xenófobos y supremacistas ¡Muy preocupante!"
18111,@user20,male,journalist,left,left,Empezando a cocinar el nuevo @user
30604,@user40,female,journalist,left,left,"de que son insostenibles y sólo unos pocos (sanos) privilegiados se salvan. Lo tengo que repetir: #EEUU no es el modelo a seguir, hacen falta políticas públicas que saquen a la gente del lodo. Quien se inspire en este país no ha leído de la misa la mitad."
41863,@user366,male,politician,right,moderate_right,Hoy tomo posesión en defensa de 🇪🇸 y de #Teruel. Sólo con estabilidad se puede crear empleo. Solo creando empleo y nuevas empresas se generan ingresos. Así de este modo llegarán las insfraestructuras que #Teruel necesita. Sobra #demagogia y falta #responsabilidad. @user
44587,@user249,male,politician,left,left,La Mesa del .@user sigue vetando preguntas sobre el Rey y la Casa Real. . Hace un mes nos vetaron la relativa a la reclamación de paternidad Albert Solà (Albert I). . ¿Llamaría también Felipe VI a la presidenta para agradecer el gesto? 🤷🏻‍♂️. #SalvadosRey
45161,@user8,female,politician,left,moderate_left,"@user Malo cuando se oculta el origen, la esencia. Muy poco orgullo de sus siglas y de las ideas que representan siente Núñez que las esconde, las hace desaparecer. Todo lo contrario a nosotros que amamos a nuestro partido y somos [POLITICAL_PARTY] para llevar nuestras ideas a todas partes."
10140,@user217,male,politician,left,moderate_left,"🆘 Beatriz, la madre de Anna y Olivia, las dos niñas desaparecidas en #Tenerife ha difundido en redes sociales un vídeo de las pequeñas junto a un mensaje en el que pide su máxima difusión internacional."
46997,@user418,male,politician,right,moderate_right,"Buenos días. Sé el desgaste psicológico que supone todo esto, pero saliendo a la calle no sólo nos ponemos en peligro, sino que ponemos a los demás. Gracias a todos los que estáis cumpliendo las normas. A los que no, os pido un ejercicio de reflexión... Esto va de salvar de vidas"
41179,@user448,male,politician,right,right,@user Es como si me dice que “decaedro regular” no es más que una palabra y que en nombre de la tolerancia hemos de admitirlo en la clase de los poliedros regulares porque al fin y al cabo procede del latín. Espero que sea usted más fino en sus estudios de física
6526,@user97,female,politician,left,moderate_left,"@user @user han defendido ejemplarmente las políticas de migración del Gobierno del @user . Las portavoces del resto de partidos viven de slogans, [POLITICAL_PARTY] rezuma odio, racismo. Mucho trabajo para no comenzar a andar ya con un gobierno estable #GobiernoEjemplar"
24585,@user175,female,politician,left,moderate_left,@user @user @user @user @user @user @user @user @user @user Con un ratio de endeudamiento del 30% eso es matemáticamente imposible. Ni el Grupo Roig ni ningún grupo está en el ayuntamiento. Infórmese mejor por favor antes de escribir y generar polémicas falsas. Gracias
48215,@user92,female,journalist,left,left,"@user @user No, precisamente lo que hace Joan es reducir al absurdo el asunto. Porque si se informa sobre casos en los que puede que se den efectos adversos, se hace para informar. Hay casos, raros de momento, pero hay que estar atentos y saber qué ocurre. No todo es maravilloso y guay"
31531,@user212,female,politician,left,left,"Nunca se habían impuesto sanciones tan elevadas a fondos buitre: 2,8M€ para 2 fincas de BCN q llevan años vacías. La vivienda es un derecho, tiene q estar a disposición de la ciudadanía. Utilizamos todos los instrumentos para luchar contra la especulación"
38090,@user99,male,politician,left,left,"El [POLITICAL_PARTY] exije una renovación del CGPJ que excluya a partidos como [POLITICAL_PARTY], entre otros. Las derechas siempre han creído que el Estado y sus instituciones es suyo y por eso lo han gestionado como un cortijo privado. Pero eso no puede continuar: el Estado es de todos."
32616,@user410,female,politician,right,moderate_right,"Buenas noches gente!!. Hoy solo puedo dar las gracias a Carmen de @user por la entrevista!! Hoy hasta mi madre no pude resistir la emoción,recordando a mi padre !! Estoy orgullosa de mis padres,mis amigos,el gran equipo del [POLITICAL_PARTY] @user @user @user"
20574,@user325,female,politician,left,moderate_left,"Que el [POLITICAL_PARTY] lleve todo el día sacando pecho con una Sentencia tan brutal como la de la Gürtel ( con aclaración o sin aclaración del Supremo) es sólo prueba de la degradación moral en la que han caído. . El [POLITICAL_PARTY] necesitaba una renovación, pero no era Casado."
26499,@user419,female,politician,left,moderate_left,"Sobran los motivos #COVID19 pero hay primero que leer los informes, después querer entenderlos y por ultimo estar menos dispersa de lo que está la presidenta de la Comunidad de Madrid....esas neuronas no se encuentran entre si para hacer sinapsis...#EsteVirusLoParamosUnidos"
13972,@user333,female,politician,left,left,"No sé lo lejos que escupe huesos de aceitunas Teo, pero que uno de los diputados del partido más corrupto de Europa, pida que sus familiares tengan más privilegios que el resto de Murcianos, está en sus genes. Seguro que @user pide su dimisión inmediata. ¿O no? 🤔"
36297,@user84,male,journalist,right,right,"Con Orban, por el derecho de los padres a que sus hijos no sean adoctrinados por bandas LGTB de la izquierda totalitaria. Por el derecho de los niños a una educación no sexualizada ni hostil a la familia. Por la soberanía de las naciones frente a la vocación totalitaria en la UE"
2494,@user75,female,politician,right,moderate_right,¿Se acuerdan de los huevos de @user ?. Hoy @user les ha dado una lección: “los huevos hay que ponerlos sobre la mesa para reivindicar lo que es justo para las Illes Balears y pedir más vacunas”. El zasca a @user se ha oído hasta en el Hat Bar. . @user
3274,@user30,female,politician,left,moderate_left,Lo primero es la salud. Sin seguridad sanitaria no habrá seguridad económica. Queremos reactivar la economía y el turismo cuando llegue el momento pero hay que hacer las cosas muy bien para no volver atrás. Balears debe hacer de la seguridad su marca. 🎙 @user
2795,@user239,female,politician,right,moderate_right,"En el reparto de 16.000M euros a las CC.AA , Sánchez se deja las gafas de lo rural en el cajón y no atiende a este criterio. @user como siempre consigue lo imposible, enfadar a todo el mundo. . #Soria #Cuenca #Teruel @user. @user @user"
22202,@user152,male,journalist,left,left,"Tras la inyección, me mandan de nuevo a sentarme. Al rato, y tras pasar casi 5 horas en urgencias, me dan el alta. Me dicen que suspenda los dos fármacos que me recetó el lunes la doctora del centro de salud, y me dan otro diazepam por si me vuelven los síntomas. Estaba mejor."
39401,@user96,female,politician,right,moderate_right,Cuenta [POLITICAL_PARTY] que el Gobierno se ha pasado dos días rogándoles el voto y que ellos son determinantes para los objetivos del [POLITICAL_PARTY]:. Así ha sido desde la moción de censura para derribar al Gobierno del [POLITICAL_PARTY] y así será tras el 28-A si los españoles no lo impiden
45944,@user237,male,journalist,right,moderate_right,"@user @user @user Está usted bien de la cabeza? Perdón por la pregunta, pero es que... Escuche las declaraciones completas, no la propaganda comunista. Es todo sensatez, pero ahí andan..."
38194,@user215,male,journalist,right,right,"@user @user ¿No te das cuenta de que esa actitud va en detrimento de la causa ""feminista""? Qué te vas a dar cuenta, almuérdaga. Funda una empresa y sácala adelante. Haz algo decente aparte de vivir de la sopa boba."
7616,@user177,male,politician,left,left,‼️Pues por una vez estoy de acuerdo con el señor Felipe. 👑Pero parece que los primeros que no han respetado la ley son los Borbones. Por eso aún seguimos esperando que se apruebe una comisión de investigación sobre el Rey Emérito. ⛔️La impunidad no es admisible en democracia
32008,@user154,female,politician,right,moderate_right,"@user @user Gracias , Consuelo por recordárnoslo . Cuanta ignominia!. Todos debían leer este hilo."
30703,@user130,male,politician,right,moderate_right,"Hoy día 1 ya se aplica la reducción fiscal impuesta por el @user en los Presupuestos de Canarias para 2019: el IGIC baja al 6,5% y se elimina (0%) de productos básicos de la cesta de la compra (pastas, aceites, pan especial) y de la entrega de la energía eléctrica."
31355,@user443,male,politician,right,moderate_right,"Hoy es el inicio del fin de la división de la derecha. Hoy es el inicio del fin de la ambigüedad de [POLITICAL_PARTY]. Hoy es el inicio del fin de la superioridad moral de [POLITICAL_PARTY]. Hoy es el principio de una 🇪🇸 común, que suma juntos y que los españoles necesitan. . Orgulloso de @user"
5024,@user189,male,journalist,left,moderate_left,"El trío de Colón retira a Largo Caballero e Indalecio Prieto del callejero de Madrid. . Ciudadanos contra Prieto, curioso. . Don Inda expulsó a Negrín del Partido Socialista y en 1946 negoció restaurar la monarquía con Juan de Borbón. . El [POLITICAL_PARTY] de Felipe González fue hijo de Prieto."
10790,@user30,female,politician,left,moderate_left,Un placer compartir un rato con l@s compañer@s del @user. Balears y Canarias tenemos muchas cosas en común. El mar conecta nuestras aspiraciones insulares y el proyecto socialista une 2 gobiernos progresistas que hacen del diálogo y la ampliación de derechos el camino a seguir.
43542,@user117,male,politician,left,moderate_left,Dentro de 20 días #España debe tener un Gobierno. Ni un día más de bloqueo por determinados intereses partidistas. Los españoles fueron rotundos en las urnas y es responsabilidad de @user @user y @user facilitar la #investidura de @user. . #23julio
7071,@user105,male,politician,left,moderate_left,Una de los falsos argumentos más dolorosos que se han utilizado contra la #LOMLOE fue la utilización de los centros de Educación Especial. Es lamentable que el #[POLITICAL_PARTY] haya generado preocupación en muchas familias con su mentira del posible cierre.
28608,@user206,female,journalist,left,moderate_left,Rajoy fue elegido en Valencia con el 84% de los votos y luego tuvo muchos problemas internos. Casado ha ganado con el 58%. Habrá que ver si vuelan los dosieres para que no sea candidato.
44688,@user349,male,politician,right,moderate_right,"Ha sido un honor ser presidente del Gobierno y dejar una España mejor de la que encontré. Gracias a todos, y de manera muy especial a los españoles y al @user. Suerte a todos por el bien de España."
2407,@user252,female,politician,right,moderate_right,"Con Sánchez la inflación se dispara, suben los precios, se bate récord en el precio de la luz, aumenta la pobreza y las colas del hambre se hacen más largas. Todas las previsiones del desgobierno han quedado en papel mojado, como las promesas de no dejar a nadie atrás."
16731,@user322,female,politician,left,moderate_left,Comercios de Barakaldo han organizado un desfile para recaudar fondos para @user. Esencia de la cooperación Descentralizada. Pueblos unidos a otros pueblos. Y por eso hoy he disfrutado mucho. La cooperación de Bizkaia tb es esto.#cooperacion #africa #barakaldo
10652,@user28,male,journalist,left,left,"El ultraderechista Santi Abascal de [POLITICAL_PARTY]: “Esforzaos, trabajad, levantad España”. Él se afilió al [POLITICAL_PARTY] con 18 años y ha tenido más de 10 cargos políticos. A sus 45 años no ha cotizado nunca fuera de la política, ha ganado más de 1,5M€ y su mansión está valorada en 1M€. Caradura."
45364,@user186,female,politician,right,moderate_right,"La tomadura de pelo de Sánchez y su Ministra Montero a las CCAA que como #Galicia, cumplen sus compromisos fiscales, es una muestra de la falta de rigor y de seriedad con la que gestionan el dinero de los españoles, y de los gallegos. . No son dignos de confianza!"
28486,@user264,female,politician,right,moderate_right,Gracias @user por tu trabajo y dedicación todos estos años. . Seguimos trabajando por un proyecto constitucionalista en el País Vasco desde la esencia y el recorrido de un partido con mucha historia @user
38969,@user309,female,politician,left,left,"@user Araceli, la diferencia es que en Cádiz lo que hagamos bien o mal depende en mayor grado de nosotr@s. No hay que asumir las contradicciones del SOE ni regalarles nuestros logros, que es lo que suele pasar cuando se cogobierna con ellos en minoría. ¿Me explico? Ojalá me equivoque."
20699,@user427,female,politician,left,moderate_left,Mi condena por un nuevo asesinato de #ViolenciaDeGénero en #Barcelona y mis condolencias a los familiares de la víctima. Es fundamental que las mujeres confinadas con sus agresores denuncien. . No daremos un paso atrás en esta lucha. [#POLITICAL_PARTY]
49391,@user321,male,politician,left,left,"Si lo que pasa en Galapagar pasara en mi pueblo, en mi barrio o en mi ciudad, creo que yo sería el primer interesado en no dejar que una docena de fascistas ni un juez parcial manchara el nombre del lugar en el que vivo. Bien por la gente de Galapagar que defiende la democracia."
36622,@user168,female,politician,left,moderate_left,"Hoy seguimos el pleno, donde se debate la aprobación de la prórroga del estado de alarma. Tendemos la mano para que los partidos sean responsables y voten Sí con sentido de estado. #EstadodeAlarmaCuestióndeEstado"
23536,@user249,male,politician,left,left,@user El problema viene cuando se mezcla la denuncia del déficit fiscal de varios territorios con el Concierto Vasco. He intentado explicar q la afirmación de q nos pagan es falsa. Creo q ha compensado el esfuerzo a pesar de q hay sectores recalcitrantes q prefieren el rumor. 😅😉
37533,@user47,male,politician,right,moderate_right,"🥇13 años después, España vuelve a ser la reina del baloncesto mundial!!!👍Nos une el orgullo de nuestra selección @user que ha peleado por el oro más sufrido, complicado e inesperado de la historia!!!. 🇪🇸 ¡Viva España! #MundialDeBasquet #VamosEspaña"
1463,@user61,female,politician,right,moderate_right,"Dice la Sr Ministra @user que en la Comisión de Igualdad, en la que ha comparecido hoy y en la que me encuentro, tenemos que ir todos a una. Me lo pone difícil, escuchando sus faltas de respeto hacia el partido @user y al que usted no le da ni una leccion de igualdad"
